Hokusai School	1868  276.0,368.0
Hokusai School	1868  267.0,368.0
Hokusai School	1868  337.0,244.0
Hokusai School	1868  241.0,337.0
Hokusai School	1868  251.0,330.0
Hokusai School	1868  273.0,406.0
Hokusai School	1868  391.0,276.0
Hokusai School	1868  238.0,311.0
Hokusai School	1868  213.0,289.0
Hokusai School	1868  270.0,391.0
Hokusai School	1868  251.0,349.0
Hokusai School	1868  279.0,406.0
Homer Dodge Martin	1892  641.0,953.0
Homer Dodge Martin	1887  914.0,1537.0
Homer Dodge Martin	1895  730.0,1035.0
Honoré Daumier	1899  324.0,260.0
Honoré Daumier	1870  438.0,355.0
Honoré Daumier	1879  344.0,297.0
Horatio Greenough	1928  559.0,292.0
Horatio Walker	1895  610.0,914.0
Howard Cushing	1914  2146.0,1074.0
Howard Russell Butler	1934  176.0,252.0
Howard Russell Butler	1926  1016.0,1270.0
Hubert Cornish	1832  175.0,271.0
Hubert Robert	1765  221.0,276.0
Hubert Vos	1924  1168.0,914.0
Hugh William Williams	1829  301.0,227.0
Hugo Erfurth	1929  300.0,235.0
Hugo Erfurth	1932  577.0,404.0
Hugo Steiner-Prag	1945  93.0,131.0
Hugo Steiner-Prag	1945  94.0,127.0
Hugues Sambin	1899  2464.0,1562.0
Hunsinger	1899  
Hurba'n	1933  
Hyacinthe Collin de Vermont	1761  249.0,351.0
Ignaz Günther	1785  2335.0,1745.0
Ignaz Marcel Gaugengigl	1883  295.0,406.0
Il Poccetti	1599  457.0,1556.0
Inis	2000 187.3 
Irene Rice Pereira	1954  305.0,391.0
Irene Rice Pereira	1954  305.0,385.0
Irene Rice Pereira	1954 30.6 
Irene Rice Pereira	1954  310.0,387.0
Irene Rice Pereira	1954  307.0,390.0
Irving Ramsey Wiles	1904  562.0,464.0
Irving Ramsey Wiles	1895  559.0,711.0
Irving Ramsey Wiles	1914  1448.0,972.0
Isaac Gosset	1758  178.0,152.0
Isaak Ehe	1632  301.0,256.0
Isabelle Evans	1959  130.0,150.0
Isei	1566  470.0,318.0
Isei	1573  470.0,318.0
Isiap	2000  178.0,654.0
Isidore Pils	1875  295.0,689.0
Isidore Pils	1875  498.0,380.0
Isidore Pils	1875  474.0,309.0
Isidore Pils	1875  468.0,296.0
Isidore Pils	1875  483.0,298.0
Isidore Pils	1875  477.0,303.0
Isidore Pils	1875  467.0,291.0
Isidore Pils	1875  348.0,270.0
Italian (Florentine) Painter	1650  2642.0,2362.0
J.  Donzel fils	1895  241.0,470.0
J.  Donzel fils	1900  356.0,679.0
J. C. Wales	1883  538.0,894.0
J. Carroll Beckwith	1890  276.0,206.0
J. Carroll Beckwith	1911  349.0,267.0
J. Carroll Beckwith	1917  181.0,175.0
J. Mason	1810  454.0,610.0
Jacob D. Blondel	1865  692.0,562.0
Jacob Eichholtz	1825  737.0,613.0
Jacob Elias La Fargue	1776  197.0,289.0
Jacob Hart Lazarus	1840  270.0,219.0
Jacob Hart Lazarus	1880  689.0,559.0
Jacob Hart Lazarus	1877  765.0,648.0
Jacob Jordaens	1635  224.0,160.0
Jacob Jordaens	1678  417.0,358.0
Jacob Maentel	1833  295.0,241.0
Jacob S. Woodworth	1854  504.0,865.0
Jacob van Ruisdael	1655  210.0,191.0
Jacob van der Heyden	1635  133.0,105.0
Jacopo Bassano (Jacopo da Ponte)	1565  310.0,220.0
Jacopo Bassano (Jacopo da Ponte)	1592  133.0,114.0
Jacopo Bassano (Jacopo da Ponte)	1570  383.0,243.0
Jacopo Ligozzi	1591  533.0,333.0
Jacopo Ligozzi	1585  282.0,224.0
Jacopo Palma the Younger	1614  406.0,261.0
Jacopo Zucchi	1563  215.0,214.0
Jacopo Zucchi	1596  286.0,211.0
Jacques Caillot	1925  360.0,280.0
Jacques Caillot	1905  195.0,126.0
Jacques Dubois	1754  864.0,1048.0
Jacques François Joseph Swebach	1789  132.0,208.0
Jacques Gamelin	1803  144.0,764.0
Jacques Goullons	1655  
Jacques II Laudin	1715  162.0,149.0
Jacques Le Moyne de Morgues	1588  115.0,180.0
Jacques Le Moyne de Morgues	1588  211.0,150.0
Jacques Louis David	1787  332.0,421.0
Jacques-Charles-François-Marie Froment-Meurice	1948  159.0,91.0
Jacques-Charles-François-Marie Froment-Meurice	1948  314.0,199.0
Jacques-Charles-François-Marie Froment-Meurice	1948  130.0,72.0
Jacques-Charles-François-Marie Froment-Meurice	1948  149.0,82.0
Jacques-Charles-François-Marie Froment-Meurice	1948  224.0,225.0
Jacques-Charles-François-Marie Froment-Meurice	1948  271.0,227.0
Jacques-Charles-François-Marie Froment-Meurice	1948  460.0,175.0
Jacques-Charles-François-Marie Froment-Meurice	1948  107.0,251.0
Jacques-Charles-François-Marie Froment-Meurice	1948  104.0,184.0
Jacques-Charles-François-Marie Froment-Meurice	1948  115.0,100.0
Jacques-Charles-François-Marie Froment-Meurice	1948  144.0,151.0
Jacques-Charles-François-Marie Froment-Meurice	1948  143.0,138.0
Jacques-Charles-François-Marie Froment-Meurice	1948  234.0,187.0
Jacques-Charles-François-Marie Froment-Meurice	1948  69.0,82.0
Jacques-Charles-François-Marie Froment-Meurice	1948  282.0,256.0
Jacques-Charles-François-Marie Froment-Meurice	1948  285.0,387.0
Jacques-Charles-François-Marie Froment-Meurice	1948  146.0,153.0
Jacques-Charles-François-Marie Froment-Meurice	1948  286.0,372.0
Jacques-Emile Blanche	1913  299.0,251.0
Jakapit	2000  1702.0,559.0
Jambere	2000 328.9 
James Adam	1762  378.0,311.0
James Bard	1852  870.0,1638.0
James Carter Beard	1913  245.0,243.0
James Carter Beard	1913  260.0,229.0
James Carter Beard	1913  169.0,200.0
James Carter Beard	1913  190.0,164.0
James Carter Beard	1913  264.0,195.0
James David Smillie	1869  241.0,327.0
James Guy Evans	1852  1003.0,1270.0
James Hamilton	1856  356.0,508.0
James Hamilton	1868  302.0,400.0
James Henry Moser	1900  33.0,84.0
James Jebusa Shannon	1895  870.0,1137.0
James Jebusa Shannon	1899  1819.0,997.0
James Kidder	1821  381.0,273.0
James M. Hart	1876  508.0,864.0
James M. Hart	1852  311.0,241.0
James M. Hart	1887  914.0,1378.0
James M. Hart	1863  175.0,305.0
James M. Hart	1855  241.0,330.0
James McNeill Whistler	1885  2153.0,1086.0
James McNeill Whistler	1852  127.0,83.0
James McNeill Whistler	1855  102.0,87.0
James McNeill Whistler	1855  98.0,89.0
James McNeill Whistler	1885  202.0,127.0
James McNeill Whistler	1855  94.0,60.0
James McNeill Whistler	1855  102.0,89.0
James McNeill Whistler	1855  127.0,83.0
James McNeill Whistler	1855  97.0,57.0
James McNeill Whistler	1877  638.0,772.0
James McNeill Whistler	1880  686.0,1349.0
James McNeill Whistler	1903  216.0,124.0
James McNeill Whistler	1890  229.0,305.0
James McNeill Whistler	1855  83.0,92.0
James McNeill Whistler	1883  1934.0,908.0
James McNeill Whistler	1880  298.0,184.0
James McNeill Whistler	1883  286.0,127.0
James McNeill Whistler	1877  2178.0,1095.0
James McNeill Whistler	1895  294.0,178.0
James McNeill Whistler	1882  486.0,360.0
James N. Rosenberg	1956  254.0,340.0
James N. Rosenberg	1956  356.0,273.0
James Peale	1814  723.0,610.0
James Peale	1820  514.0,673.0
James Peale	1782  914.0,686.0
James Preston	1953  525.0,678.0
James Sharples	1811  241.0,189.0
James Sharples	1798  240.0,184.0
James Sharples	1796  238.0,187.0
James Sharples	1811  229.0,181.0
James Sharples	1811  243.0,189.0
James Sharples Jr.	1796  238.0,187.0
James Stuart	1799 .1
James Tassie	1799  159.0,133.0
James Wells Champney	1903  265.0,214.0
James Wilson	1900  114.0,193.0
Jan Antoine Coxie	1720  391.0,245.0
Jan Erasmus Quellinus	1667  280.0,184.0
Jan Erasmus Quellinus	1715  559.0,380.0
Jan Frans van Bloemen	1749  92.0,232.0
Jan Frans van Bloemen	1749  89.0,232.0
Jan Gerard Smits	1855  220.0,307.0
Jan Toorop	1898  288.0,364.0
Jan Wellens de Cock	1525  193.0,252.0
Jan van Kessel	1679  108.0,241.0
Jane Peterson	1919  608.0,457.0
Jane Peterson	1913  616.0,457.0
Jane Peterson	1965  591.0,746.0
Jasper Francis Cropsey	1853  105.0,144.0
Jasper Francis Cropsey	1867  511.0,819.0
Jasper Francis Cropsey	1847  103.0,76.0
Jasper Francis Cropsey	1847  216.0,156.0
Jasper Francis Cropsey	1848  175.0,243.0
Jasper Francis Cropsey	1875  724.0,902.0
Jasper Francis Cropsey	1853  841.0,1229.0
Jasper Francis Cropsey	1864  381.0,610.0
Jasper Francis Cropsey	1855  249.0,227.0
Jasper Francis Cropsey	1890  305.0,521.0
Jasper Francis Cropsey	1865  1232.0,2134.0
Jay Campbell Phillips	1930  765.0,636.0
Jean Antoine Houdon	1799  
Jean Antoine Houdon	1804  . 
Jean Auguste Dominique Ingres	1819  381.0,323.0
Jean Auguste Dominique Ingres	1831  240.0,185.0
Jean Baptiste Boulard	1799  
Jean Berain	1715  2794.0,1638.0
Jean Cornu	1704 108 
Jean Cousin the Elder	1548  235.0,320.0
Jean Ducrollay	1750  44.0,81.0
Jean Démosthène Dugourc	1784  317.0,438.0
Jean François Bony	1825  416.0,598.0
Jean François Bony	1825  295.0,229.0
Jean Guillaume Moitte	1810  222.0,300.0
Jean I Reymond	1605  216.0,162.0
Jean II Pénicaud	1565  225.0,168.0
Jean II Pénicaud	1565 8.3 
Jean II Pénicaud	1565 18.4 
Jean Jacques François Le Barbier	1899  
Jean Jacques Lagrenée	1780  434.0,632.0
Jean Jacques Lagrenée	1821  714.0,445.0
Jean Limosin	1625  129.0,105.0
Jean Limosin	1615  121.0,83.0
Jean Lurçat	1966  577.0,738.0
Jean Martin Renaud	1821  152.0,108.0
Jean Michel Moreau the Younger	1783  296.0,223.0
Jean Pillement	1771  609.0,400.0
Jean Pillement	1808  241.0,165.0
Jean Pillement	1774  432.0,611.0
Jean Pillement	1830  635.0,940.0
Jean Pillement	1771  593.0,420.0
Jean Pénicaud I	1515  216.0,178.0
Jean Restout le jeune	1711  291.0,219.0
Jean Victor Bertin	1803  304.0,399.0
Jean de Court	1605  94.0,56.0
Jean or Pierre Mussard	1755 1.9 
Jean-Antoine Linck	1899  430.0,560.0
Jean-Baptiste Belin de Fontenay the Elder	1699  730.0,867.0
Jean-Baptiste Carpeaux	1899  538.0,356.0
Jean-Baptiste Carpeaux	1860  174.0,283.0
Jean-Baptiste Dedéban	1849  162.0,108.0
Jean-Baptiste Deshays	1765  334.0,308.0
Jean-Baptiste Gourdin	1770  
Jean-Baptiste Greuze	1766  308.0,443.0
Jean-Baptiste Greuze	1883  581.0,479.0
Jean-Baptiste Huet I	1790  1397.0,508.0
Jean-Baptiste I Tilliard	1765 .723
Jean-Baptiste II Tilliard	1765  
Jean-Baptiste Isabey	1804  246.0,181.0
Jean-Baptiste Joseph Delafosse	1775  864.0,841.0
Jean-Baptiste Madou	1877  215.0,145.0
Jean-Baptiste Oudry	1799  
Jean-Baptiste Pigalle	1899 55.9 
Jean-Baptiste Vinceneux	1773  968.0,718.0
Jean-François Millet	1859  295.0,225.0
Jean-François Millet	1857  276.0,225.0
Jean-François Millet	1855  374.0,273.0
Jean-François Roumier	1730  7836.0,5753.0
Jean-Jacques Feuchère	1852  238.0,206.0
Jean-Marc Bustamante	1991  430.0,50.0
Jefferson D. Chalfant	1889  914.0,549.0
Jens Jørgensen Juel	1792  340.0,260.0
Jeremiah Theus	1774  762.0,635.0
Jeremiah Theus	1757  762.0,629.0
Jeremiah Theus	1757  762.0,622.0
Jerome B. Thompson	1859  914.0,597.0
Jerome B. Thompson	1858  965.0,1603.0
Jerome B. Thompson	1870  1016.0,762.0
Jerome Myers	1905  640.0,764.0
Jerome Myers	1923  640.0,764.0
Jerome Myers	1906  637.0,764.0
Jersey City Pottery	1889  249.0,216.0
Jervis McEntee	1869  114.0,229.0
Jervis McEntee	1869  121.0,235.0
Jervis McEntee	1870  114.0,229.0
Jervis McEntee	1868  114.0,229.0
Jervis McEntee	1869  300.0,221.0
Jervis McEntee	1875  610.0,1143.0
Jervis McEntee	1888  270.0,354.0
Jesu	2000 146.1 
Jewer	2000  121.0,3023.0
Jewer	2000  5283.0,546.0
Ji	2000  1499.0,508.0
Jiem	2000  3531.0,495.0
Jiem	2000 472.4 
Jim Dine	1979  713.0,557.0
Jin Nong	1754  286.0,238.0
Jinum	2000  2197.0,559.0
Joachim Beuckelaer	1574  259.0,191.0
Joachim Smith	1798  219.0,184.0
Johan Bull	1927  359.0,235.0
Johan Christian Dahl	1833  152.0,202.0
Johan Mengels Culverhouse	1875  610.0,953.0
Johan Ulrich Schmidt	1665 2.9 
Johann Baptist Enderle	1771  660.0,450.0
Johann Caspar Hessius	1692  95.0,138.0
Johann Christian August Birnbaum	1781  235.0,339.0
Johann Christian Reinhart	1792  584.0,860.0
Johann Daniel Sommer II	1690  406.0,457.0
Johann Esaias Nilson	1788  225.0,157.0
Johann Friedrich Nagel	1825  302.0,403.0
Johann Georg Dirr	1779  464.0,311.0
Johann Georg Wagner	1767  165.0,215.0
Johann Georg Wille	1769  195.0,290.0
Johann Heel	1705  111.0,83.0
Johann Heinrich Bleuler	1823  475.0,655.0
Johann Hermann Carmiencke	1856  411.0,611.0
Johann Jakob Walther	1680  256.0,404.0
Johann Justus Schacht	1787  2426.0,2146.0
Johann Michael Bauer	1769  1003.0,489.0
Johann Michael Bauer	1769  1092.0,1384.0
Johann Michael Bauer	1769  1118.0,660.0
Johann Michael Hoppenhaupt	1760  1450.0,900.0
Johann Schaper	1664  102.0,87.0
Johann Sebastian Hauschka	1755 141.6 
Johann Stephan Decker	1826  440.0,342.0
Johann Wolfgang Baumgartner	1761  224.0,359.0
Johann Wolfgang Baumgartner	1761  231.0,363.0
Johanna Helena Graff	1723  386.0,300.0
Johannes Bronckhorst	1727  152.0,195.0
John  A. Woodside	1830  248.0,311.0
John  A. Woodside	1825  248.0,311.0
John Baldessari	1987  480.0,50.0
John Baptist Gaspars	1680  305.0,305.0
John Baptist Gaspars	1715  508.0,406.0
John Bennett	1882 27.9 
John Bennett	1879 30.5 
John Bennett	1879 40.6 
John Bennett	1877  432.0,51.0
John Bradley	1844  864.0,689.0
John Bridge	1850  250.0,322.0
John Bridge	1850  295.0,297.0
John Bridge	1850  103.0,185.0
John Bridge	1834  100.0,203.0
John Carlin	1862  460.0,613.0
John Carlin	1857  508.0,762.0
John Champion	1777  
John Christen Johansen	1924  765.0,1016.0
John Christen Johansen	1926  1422.0,972.0
John Christen Johansen	1931  1267.0,914.0
John Christian Rauschner	1794  343.0,254.0
John Dempsey	1844  168.0,125.0
John Dibblee Crace	1919  352.0,507.0
John Dibblee Crace	1892  263.0,343.0
John Dibblee Crace	1893  345.0,464.0
John Dixon	1774  521.0,594.0
John Downman	1780  229.0,189.0
John F. Francis	1857  638.0,762.0
John F. Peto	1885  619.0,505.0
John F. Peto	1901  679.0,559.0
John F. Peto	1890  406.0,305.0
John Fabian Carlson	1940  762.0,1016.0
John Ferguson Weir	1901  921.0,1181.0
John Ferguson Weir	1877  1321.0,1861.0
John Ferguson Weir	1868  610.0,508.0
John Francis Murphy	1900  152.0,203.0
John Francis Murphy	1906  616.0,918.0
John Frederick Kensett	1872  787.0,1219.0
John Frederick Kensett	1872  470.0,775.0
John Frederick Kensett	1872  873.0,692.0
John Frederick Kensett	1872  254.0,359.0
John Frederick Kensett	1872  279.0,445.0
John Frederick Kensett	1872  257.0,343.0
John Frederick Kensett	1869  1121.0,1686.0
John Frederick Kensett	1872  457.0,762.0
John Frederick Kensett	1870  613.0,924.0
John Frederick Kensett	1872  375.0,264.0
John Frederick Kensett	1872  394.0,775.0
John Frederick Kensett	1872  711.0,1045.0
John Frederick Kensett	1872  289.0,622.0
John Frederick Kensett	1872  292.0,622.0
John Frederick Kensett	1872  724.0,1041.0
John Frederick Kensett	1872  508.0,813.0
John Frederick Kensett	1857  813.0,1219.0
John Frederick Kensett	1872  876.0,692.0
John Frederick Kensett	1872  775.0,1162.0
John Frederick Kensett	1872  457.0,914.0
John Frederick Kensett	1872  572.0,927.0
John Frederick Lewis	1851  297.0,486.0
John Gadsby Chapman	1864  918.0,1521.0
John George Brown	1870  610.0,508.0
John George Brown	1910  762.0,635.0
John George Brown	1897  762.0,1016.0
John Gould	1848  559.0,381.0
John Gould	1853  559.0,381.0
John Haberle	1894  508.0,914.0
John Hejduk	1975  321.0,579.0
John Henry Hill	1863  508.0,610.0
John Henry Hill	1880  356.0,273.0
John Henry Mole	1886  330.0,494.0
John Henry Twachtman	1885  1524.0,2003.0
John Henry Twachtman	1891  765.0,637.0
John Henry Twachtman	1890  356.0,448.0
John Henry Twachtman	1887  464.0,657.0
John Henry Twachtman	1900  762.0,635.0
John Hesselius	1764  933.0,762.0
John Kane	1931  711.0,965.0
John Kane	1932  568.0,873.0
John Kane	1931  537.0,635.0
John La Farge	1856  146.0,102.0
John La Farge	1870  1257.0,972.0
John La Farge	1897  295.0,267.0
John La Farge	1909  3962.0,2438.0
John La Farge	1903  187.0,270.0
John La Farge	1896  197.0,264.0
John La Farge	1883  1384.0,295.0
John La Farge	1891  178.0,314.0
John La Farge	1897  316.0,462.0
John La Farge	1883  121.0,140.0
John La Farge	1903  181.0,286.0
John La Farge	1891  267.0,198.0
John La Farge	1884  203.0,238.0
John La Farge	1900  397.0,311.0
John La Farge	1887  489.0,318.0
John La Farge	1891  456.0,556.0
John La Farge	1891  586.0,440.0
John La Farge	1903  244.0,276.0
John La Farge	1903  178.0,270.0
John La Farge	1896  157.0,214.0
John La Farge	1883  229.0,273.0
John La Farge	1859  408.0,292.0
John La Farge	1885  210.0,178.0
John La Farge	1868  768.0,641.0
John La Farge	1887  368.0,265.0
John Lillie	1932  508.0,762.0
John Macallan Swan	1910  287.0,187.0
John Macallan Swan	1910  312.0,254.0
John Mackie Falconer	1850  354.0,251.0
John Mare	1767  1232.0,978.0
John Marin	1943  125.0,149.0
John Martin	1883  879.0,1116.0
John Mix Stanley	1842  686.0,559.0
John Neagle	1847  362.0,229.0
John Neagle	1828  838.0,660.0
John Neagle	1840  914.0,737.0
John Paradise	1821  767.0,615.0
John Quidor	1832  660.0,864.0
John Quidor	1863  689.0,873.0
John Rasmussen	1880  829.0,1016.0
John Rogers	1880  527.0,254.0
John Rubens Smith	1810  225.0,171.0
John Rubens Smith	1819  403.0,498.0
John Rubens Smith	1816  452.0,251.0
John Ruskin	1871  194.0,254.0
John Singer Sargent	1889  140.0,216.0
John Singer Sargent	1899  2921.0,2137.0
John Singer Sargent	1890  354.0,252.0
John Singer Sargent	1902  1588.0,1051.0
John Singer Sargent	1880  260.0,349.0
John Singer Sargent	1903  251.0,351.0
John Singer Sargent	1905  538.0,368.0
John Singer Sargent	1915  714.0,560.0
John Singer Sargent	1888  749.0,635.0
John Singer Sargent	1889  537.0,641.0
John Singer Sargent	1905  533.0,641.0
John Singer Sargent	1913  254.0,356.0
John Singer Sargent	1918  346.0,532.0
John Singer Sargent	1895  354.0,229.0
John Singer Sargent	1869  197.0,298.0
John Singer Sargent	1870  406.0,276.0
John Singer Sargent	1906  316.0,470.0
John Singer Sargent	1922  565.0,229.0
John Singer Sargent	1869  505.0,349.0
John Singer Sargent	1898  324.0,241.0
John Singer Sargent	1869  156.0,241.0
John Singer Sargent	1903  249.0,354.0
John Singer Sargent	1878  508.0,381.0
John Singer Sargent	1895  354.0,252.0
John Singer Sargent	1908  254.0,356.0
John Singer Sargent	1880  349.0,260.0
John Singer Sargent	1880  260.0,346.0
John Singer Sargent	1910  333.0,500.0
John Singer Sargent	1891  800.0,616.0
John Singer Sargent	1906  254.0,178.0
John Singer Sargent	1906  178.0,254.0
John Singer Sargent	1906  254.0,356.0
John Singer Sargent	1913  400.0,535.0
John Singer Sargent	1914  254.0,356.0
John Singer Sargent	1925  346.0,191.0
John Singer Sargent	1907  356.0,252.0
John Singer Sargent	1911  468.0,314.0
John Singer Sargent	1872  210.0,356.0
John Singer Sargent	1885  711.0,914.0
John Singer Sargent	1925  346.0,184.0
John Singer Sargent	1906  565.0,711.0
John Singer Sargent	1914  346.0,532.0
John Singer Sargent	1880  352.0,260.0
John Singer Sargent	1894  686.0,559.0
John Singer Sargent	1897  2140.0,1010.0
John Singer Sargent	1880  260.0,352.0
John Singer Sargent	1890  254.0,344.0
John Singer Sargent	1893  635.0,762.0
John Singer Sargent	1880  711.0,559.0
John Singer Sargent	1884  2086.0,1099.0
John Singer Sargent	1891  616.0,810.0
John Singer Sargent	1882  2134.0,1137.0
John Singer Sargent	1907  292.0,460.0
John Singer Sargent	1871  283.0,391.0
John Singer Sargent	1903  295.0,413.0
John Singer Sargent	1908  959.0,965.0
John Singer Sargent	1897  1321.0,1060.0
John Singer Sargent	1904  530.0,359.0
John Singer Sargent	1873  267.0,368.0
John Singer Sargent	1876  737.0,600.0
John Singer Sargent	1906  305.0,454.0
John Singer Sargent	1903  318.0,470.0
John Singer Sargent	1917  533.0,397.0
John Singer Sargent	1917  346.0,533.0
John Singer Sargent	1917  348.0,533.0
John Singer Sargent	1891  635.0,533.0
John Singer Sargent	1891  533.0,641.0
John Singer Sargent	1891  648.0,533.0
John Singer Sargent	1903  1435.0,921.0
John Singer Sargent	1908  354.0,252.0
John Singer Sargent	1891  349.0,629.0
John Singer Sargent	1918  338.0,532.0
John Singer Sargent	1909  356.0,508.0
John Singer Sargent	1911  714.0,918.0
John Singer Sargent	1880  349.0,267.0
John Singer Sargent	1895  981.0,305.0
John Singer Sargent	1879  248.0,343.0
John Singer Sargent	1906  457.0,305.0
John Singer Sargent	1922  532.0,227.0
John Singer Sargent	1907  699.0,965.0
John Singer Sargent	1895  2362.0,1273.0
John Singer Sargent	1924  610.0,456.0
John Singer Sargent	1870  203.0,283.0
John Singer Sargent	1892  2057.0,1156.0
John Singer Sargent	1880  327.0,492.0
John Singleton Copley	1769  610.0,457.0
John Singleton Copley	1754  546.0,451.0
John Singleton Copley	1770  587.0,435.0
John Singleton Copley	1758  44.0,35.0
John Singleton Copley	1770  725.0,573.0
John Singleton Copley	1758  405.0,335.0
John Singleton Copley	1762  41.0,29.0
John Singleton Copley	1771  1257.0,1016.0
John Singleton Copley	1771  914.0,711.0
John Singleton Copley	1778  632.0,765.0
John Singleton Copley	1771  762.0,635.0
John Singleton Copley	1770  1270.0,1016.0
John Singleton Copley	1782  1270.0,1016.0
John Singleton Copley	1770  1016.0,1270.0
John Singleton Copley	1754  699.0,1130.0
John Singleton Copley	1766  1276.0,1016.0
John Singleton Copley	1765  606.0,448.0
John Singleton Copley	1773  902.0,730.0
John Singleton Copley	1763  1267.0,1010.0
John Sloan	1946  733.0,603.0
John Sloan	1927  775.0,918.0
John Sloan	1906  559.0,686.0
John Sloan	1901  483.0,410.0
John Sloan	1918  508.0,610.0
John Sloan	1929  213.0,175.0
John Smibert	1729  1270.0,997.0
John Smibert	1730  762.0,635.0
John Smibert	1734  762.0,635.0
John Sylvester Wheelwright	1938  46.0,100.0
John Trumbull	1806  781.0,629.0
John Trumbull	1794  673.0,470.0
John Trumbull	1795  98.0,81.0
John Trumbull	1806  762.0,610.0
John Trumbull	1789  1803.0,2718.0
John Trumbull	1790  89.0,71.0
John Trumbull	1780  914.0,711.0
John Trumbull	1792  2191.0,1461.0
John Trumbull	1788  114.0,83.0
John Wenger	1923  137.0,95.0
John Wenger	1923  57.0,105.0
John Wenger	1919  260.0,349.0
John Wesley Jarvis	1810  876.0,703.0
John Wesley Jarvis	1811  724.0,841.0
John Wesley Jarvis	1813  865.0,687.0
John Wesley Jarvis	1820  760.0,635.0
John Wesley Jarvis	1815  864.0,686.0
John Wesley Jarvis	1813  889.0,665.0
John Wesley Jarvis	1810  876.0,702.0
John Wesley Jarvis	1819  1232.0,914.0
John William Casilear	1891  765.0,1376.0
John William Casilear	1857  516.0,759.0
John William Casilear	1883  308.0,510.0
John William Hill	1870  181.0,305.0
John William Hill	1876  273.0,330.0
John William Hill	1856  467.0,362.0
John William Hill	1870  244.0,410.0
John William Hill	1867  248.0,384.0
John William North	1890  299.0,432.0
John Wilter	1799 5.4 
John Wollaston	1752  1270.0,1016.0
John Wollaston	1752  762.0,635.0
John Woodhouse Audubon	1846  356.0,559.0
John Wootton	1748  1403.0,1305.0
John Yenn	1785  775.0,1168.0
John-Lewis Brown	1890  293.0,183.0
Jomen	2000  133.0,2985.0
Jor	2000  1883.0,635.0
Joris Abrahamsz. van der Haagen	1669  449.0,395.0
Joris Hoefnagel	1589  117.0,93.0
Joris Hoefnagel	1600  120.0,173.0
Josef Albers	1977  279.0,215.0
Josef Albers	1977  281.0,215.0
Josef Albers	1977  280.0,216.0
Josef Kriehuber	1847  180.0,155.0
Josef Kriehuber	1840  170.0,125.0
Joseph Anton Koch	1800  617.0,950.0
Joseph Badger	1760  1080.0,841.0
Joseph Bergler the Younger	1829  292.0,234.0
Joseph Blackburn	1763  1276.0,1026.0
Joseph Blackburn	1754  1267.0,1016.0
Joseph Blackburn	1754  1267.0,1019.0
Joseph Blackburn	1763  1276.0,1029.0
Joseph Christian Leyendecker	1951  181.0,235.0
Joseph Christian Leyendecker	1951  346.0,356.0
Joseph Decker	1896  217.0,357.0
Joseph Echteler	1884 73.7 
Joseph Fagnani	1869  1105.0,838.0
Joseph H. Hidley	1870  502.0,711.0
Joseph H. Sharp	1905  203.0,254.0
Joseph Kyle	1859  432.0,356.0
Joseph Kyle	1861  327.0,278.0
Joseph Mallord William Turner	1836  257.0,305.0
Joseph Marie Vien	1799  318.0,222.0
Joseph Pennell	1899  257.0,175.0
Joseph Pennell	1923  178.0,251.0
Joseph Pennell	1926  222.0,279.0
Joseph Pennell	1926  260.0,330.0
Joseph Pennell	1923  210.0,276.0
Joseph Pennell	1914  235.0,359.0
Joseph Steward	1790  749.0,667.0
Joseph Vernet	1789  359.0,629.0
Joseph Vernet	1789  365.0,624.0
Joseph Werner the Younger	1710  377.0,239.0
Joseph Whiting Stock	1845  1276.0,1016.0
Joseph Wood	1818  251.0,172.0
Joseph Wright (Wright of Derby)	1777  403.0,280.0
Joseph von Führich	1827  236.0,372.0
Joseph-Antoine Romagnési	1811  1156.0,737.0
Joseph-Charles Marin	1799  222.0,264.0
Joseph-Charles Marin	1799  186.0,267.0
Josephine Given Gorzier	1861  749.0,572.0
Joshua Johnson	1805  914.0,813.0
Jukaim	2000  133.0,2940.0
Jules-Achille Noël	1881  178.0,254.0
Julian Alden Weir	1901  613.0,511.0
Julian Alden Weir	1895  616.0,857.0
Julian Alden Weir	1897  737.0,966.0
Julian Alden Weir	1898  862.0,629.0
Julian Alden Weir	1888  537.0,437.0
Julian Alden Weir	1890  318.0,235.0
Julian Alden Weir	1888  1302.0,1807.0
Julian Alden Weir	1884  443.0,308.0
Julian Alden Weir	1919  216.0,343.0
Julius Rolshoven	1917  505.0,352.0
Juok	2000  2007.0,397.0
Jusai	2000 52.7 
Jusai	2000 100.3 
Justus Sustermans	1681  1981.0,1219.0
Jérôme Martin Langlois	1838  413.0,495.0
Kaigetsudō	1868  394.0,194.0
Kaigetsudō	1868  391.0,165.0
Kakuho	1918  1257.0,406.0
Kano Tan'yū	1699  
Kano Tsunenobu	1713  273.0,239.0
Karl Ballenberger	1833  187.0,120.0
Karl Joseph Aloys Agricola	1837  249.0,402.0
Katsushika Hokusai	1899  195.0,140.0
Katsushika Hokusai	1849  273.0,175.0
Katsushika Hokusai	1868  343.0,244.0
Katsushika Hokusai	1849  606.0,400.0
Katsushika Hokusai	1849  264.0,356.0
Kaumindja	1965  1416.0,337.0
Kaumindja	1965 123.2 
Kaumindja	1965  1441.0,400.0
Kenkō Shokei	1533  841.0,311.0
Kenkō Shokei	1499  838.0,308.0
Kenkō Shokei	1499  833.0,305.0
Kenneth Callahan	1986  343.0,318.0
